X,Y,Z
63.5652658786145,106.01227572182,17.0214558614958
65.4920933726174,105.781479727489,16.3656776845523
65.1459439758629,109.246140313069,16.5538175842504
63.9091713704185,111.651234064204,16.7055099396019
62.9640862610591,117.074184637732,17.0085251424211
63.9206475418876,120.723461567431,17.1787291564402
63.9964259416966,123.745483471118,17.3348388863042
66.3893967207848,124.33657053522,17.3150415864565
68.1500277702703,99.6702395282262,15.990491111386
73.3470573340894,99.977487070905,15.8965354819189
77.333780016212,102.62806777548,17.1563966585502
80.1919876872285,104.50367106135,17.1937894837692
83.4603089347963,105.505370021929,17.1768952518953
85.0787877576008,105.897538193389,21.3837852463481
81.4881126057324,107.154809157275,23.9372085714401
81.1657837355911,109.414777437177,26.473789237083
49.0898567598971,113.545149520643,29.1770641217498
47.6336583921295,107.778148081849,28.3039606235007
45.2757869705463,102.126901305222,25.6471195990978
52.3910863518801,111.553960170771,24.179649374706
47.9474546199418,114.869785474583,25.0496951123014
64.0742792190936,112.849068994391,22.7940669836255
63.0623246102793,116.143944280564,22.3844833923183
57.2328905661608,116.500143630606,22.5264472901971
60.0028593467225,113.779479843352,23.5317450129836
61.3189118739492,115.074709838137,22.9685336794773
45.8372718649745,75.4848284393081,21.2300684197882
46.9655017193981,77.8644201919518,20.7274229320563
40.5717521019756,71.9075483434706,21.757770742498
43.5483858534584,69.8913904816575,21.5895536631565
36.3648946049502,74.4752005223736,24.3926212672709
58.918198710187,111.521430304995,25.8486730623356
58.0915396812939,113.05261973084,25.9460783605942
45.9915682421255,102.633849688214,28.0702428952258
47.1187986332986,105.013465345658,27.5676198077477
35.5117854580783,116.986929070128,27.8351895912983
30.8958237378374,112.931501595966,28.9271449013194
33.5117845831681,107.839678092784,25.5912787067391
34.2145600848958,109.982608329651,25.6882405244351
39.8430216931565,107.532933494329,28.4560449115847
39.4886526684567,111.70723953728,27.4754860637223
43.8790820854992,113.268295047266,28.669942939758
41.8806391283682,119.796308935172,29.0529226081442
44.5913368009459,113.095943232589,31.6606433714799
57.2320752681647,110.542346652118,28.8480311501489
75.0697089456999,98.7158807503931,32.6769447116445
78.2486247871328,97.1895584905579,31.3241023585897
73.0154964025582,101.942494565203,34.0947187125613
61.8430405357278,101.591785464938,37.9305937145286
53.8774688295504,100.331343167431,41.0481669066769
45.0263814601849,144.025051582933,33.8685205866314
47.2629994076635,146.99539130972,33.976200967775
48.5873646329291,148.043585105669,34.0028752295465
55.9210771380126,146.757247272586,34.3834864116733
86.6202731649496,110.881658335027,13.7728724789691
67.417162534337,86.7167305012358,12.9181673274012
67.7406579201585,82.388516368626,12.6854396805065
68.9675901979327,79.5511108090582,12.5113940649635
42.3231193072317,113.299910690399,13.6306766583281
44.4451757789196,112.200349902709,12.925427478859
